	speaker	question	answer
2580	jweqvy	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
2581	jweqvy	berbicara dalam  daerah anda itu kuno	-2
2582	jweqvy	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2583	jweqvy	menguasai  indonesia resmi bagi anda itu penting	1
2584	jweqvy	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2585	jweqvy	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2586	jweqvy	menguasai  inggris bagi anda itu penting	1
2587	jweqvy	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2588	jweqvy	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2589	jweqvy	menguasai  asing selain  inggris itu penting	1
2590	lbcanu	menguasai  orang tua anda itu penting	2
2591	lbcanu	menguasai  daerah asal (setempat) anda itu penting	2
2592	lbcanu	anak-anak anda perlu menguasai  pertama anda	2
2593	lbcanu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2594	lbcanu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2595	lbcanu	berbicara dalam  daerah anda itu kuno	-2
2596	lbcanu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2597	lbcanu	menguasai  indonesia resmi bagi anda itu penting	2
2598	lbcanu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2599	lbcanu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2600	lbcanu	menguasai  inggris bagi anda itu penting	2
2601	lbcanu	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2602	lbcanu	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2603	lbcanu	menguasai  asing selain  inggris itu penting	2
2604	anxdjn	menguasai  orang tua anda itu penting	2
2605	anxdjn	menguasai  daerah asal (setempat) anda itu penting	2
2606	anxdjn	anak-anak anda perlu menguasai  pertama anda	2
2607	anxdjn	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2608	anxdjn	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
2609	anxdjn	berbicara dalam  daerah anda itu kuno	-2
2610	anxdjn	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
2611	anxdjn	menguasai  indonesia resmi bagi anda itu penting	2
2612	anxdjn	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2613	anxdjn	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2614	anxdjn	menguasai  inggris bagi anda itu penting	2
2615	anxdjn	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2616	anxdjn	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2617	anxdjn	menguasai  asing selain  inggris itu penting	2
2618	uzxsko	menguasai  orang tua anda itu penting	2
2619	uzxsko	menguasai  daerah asal (setempat) anda itu penting	2
2620	uzxsko	anak-anak anda perlu menguasai  pertama anda	1
2621	uzxsko	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2622	uzxsko	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2623	uzxsko	berbicara dalam  daerah anda itu kuno	-2
2624	uzxsko	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2625	uzxsko	menguasai  indonesia resmi bagi anda itu penting	2
2626	uzxsko	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2627	uzxsko	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2628	uzxsko	menguasai  inggris bagi anda itu penting	1
2629	uzxsko	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2630	uzxsko	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2631	uzxsko	menguasai  asing selain  inggris itu penting	0
2632	ntdpvj	menguasai  orang tua anda itu penting	1
2633	ntdpvj	menguasai  daerah asal (setempat) anda itu penting	1
2634	ntdpvj	anak-anak anda perlu menguasai  pertama anda	1
2635	ntdpvj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2636	ntdpvj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2637	ntdpvj	berbicara dalam  daerah anda itu kuno	-2
2638	ntdpvj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2639	ntdpvj	menguasai  indonesia resmi bagi anda itu penting	2
2640	ntdpvj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2641	ntdpvj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2642	ntdpvj	menguasai  inggris bagi anda itu penting	1
2643	ntdpvj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2644	ntdpvj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2645	ntdpvj	menguasai  asing selain  inggris itu penting	0
2646	gxtppg	menguasai  orang tua anda itu penting	2
2647	gxtppg	menguasai  daerah asal (setempat) anda itu penting	1
2648	gxtppg	anak-anak anda perlu menguasai  pertama anda	2
2649	gxtppg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2650	gxtppg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2651	gxtppg	berbicara dalam  daerah anda itu kuno	-2
2652	gxtppg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2653	gxtppg	menguasai  indonesia resmi bagi anda itu penting	2
2654	gxtppg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2655	gxtppg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2656	gxtppg	menguasai  inggris bagi anda itu penting	1
2657	gxtppg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2658	gxtppg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2659	gxtppg	menguasai  asing selain  inggris itu penting	1
2660	sbmnhy	menguasai  orang tua anda itu penting	1
2661	sbmnhy	menguasai  daerah asal (setempat) anda itu penting	2
2662	sbmnhy	anak-anak anda perlu menguasai  pertama anda	2
2663	sbmnhy	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2664	sbmnhy	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2665	sbmnhy	berbicara dalam  daerah anda itu kuno	-2
2666	sbmnhy	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2667	sbmnhy	menguasai  indonesia resmi bagi anda itu penting	2
2668	sbmnhy	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2669	sbmnhy	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2670	sbmnhy	menguasai  inggris bagi anda itu penting	0
2671	sbmnhy	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2672	sbmnhy	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2673	sbmnhy	menguasai  asing selain  inggris itu penting	0
2674	ypaucs	menguasai  orang tua anda itu penting	2
2675	ypaucs	menguasai  daerah asal (setempat) anda itu penting	2
2676	ypaucs	anak-anak anda perlu menguasai  pertama anda	2
2677	ypaucs	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2678	ypaucs	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2679	ypaucs	berbicara dalam  daerah anda itu kuno	-1
2680	ypaucs	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2681	ypaucs	menguasai  indonesia resmi bagi anda itu penting	2
2682	ypaucs	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2683	ypaucs	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2684	ypaucs	menguasai  inggris bagi anda itu penting	2
2685	ypaucs	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2686	ypaucs	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2687	ypaucs	menguasai  asing selain  inggris itu penting	1
2688	zyqgxz	menguasai  orang tua anda itu penting	2
2689	zyqgxz	menguasai  daerah asal (setempat) anda itu penting	2
2690	zyqgxz	anak-anak anda perlu menguasai  pertama anda	2
2691	zyqgxz	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2692	zyqgxz	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2693	zyqgxz	berbicara dalam  daerah anda itu kuno	0
2694	zyqgxz	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2695	zyqgxz	menguasai  indonesia resmi bagi anda itu penting	1
2696	zyqgxz	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2697	zyqgxz	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2698	zyqgxz	menguasai  inggris bagi anda itu penting	2
2699	zyqgxz	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2700	zyqgxz	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2701	zyqgxz	menguasai  asing selain  inggris itu penting	2
2702	myclsz	menguasai  orang tua anda itu penting	1
2703	myclsz	menguasai  daerah asal (setempat) anda itu penting	2
2704	myclsz	anak-anak anda perlu menguasai  pertama anda	1
2705	myclsz	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
2706	myclsz	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2707	myclsz	berbicara dalam  daerah anda itu kuno	-1
2708	myclsz	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2709	myclsz	menguasai  indonesia resmi bagi anda itu penting	1
2710	myclsz	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2711	myclsz	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2712	myclsz	menguasai  inggris bagi anda itu penting	1
2713	myclsz	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	0
2714	myclsz	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	0
2715	myclsz	menguasai  asing selain  inggris itu penting	1
2716	vbdlsz	menguasai  orang tua anda itu penting	2
2717	vbdlsz	menguasai  daerah asal (setempat) anda itu penting	1
2718	vbdlsz	anak-anak anda perlu menguasai  pertama anda	1
2719	vbdlsz	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2720	vbdlsz	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2721	vbdlsz	berbicara dalam  daerah anda itu kuno	1
2722	vbdlsz	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
2723	vbdlsz	menguasai  indonesia resmi bagi anda itu penting	2
2724	vbdlsz	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2725	vbdlsz	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2726	vbdlsz	menguasai  inggris bagi anda itu penting	2
2727	vbdlsz	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2728	vbdlsz	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2729	vbdlsz	menguasai  asing selain  inggris itu penting	2
2730	bjjomf	menguasai  orang tua anda itu penting	2
2731	bjjomf	menguasai  daerah asal (setempat) anda itu penting	2
2732	bjjomf	anak-anak anda perlu menguasai  pertama anda	2
2733	bjjomf	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2734	bjjomf	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
2735	bjjomf	berbicara dalam  daerah anda itu kuno	0
2736	bjjomf	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
2737	bjjomf	menguasai  indonesia resmi bagi anda itu penting	2
2738	bjjomf	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2739	bjjomf	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2740	bjjomf	menguasai  inggris bagi anda itu penting	2
2741	bjjomf	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2742	bjjomf	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2743	bjjomf	menguasai  asing selain  inggris itu penting	0
2744	vojplj	menguasai  orang tua anda itu penting	0
2745	vojplj	menguasai  daerah asal (setempat) anda itu penting	1
2746	vojplj	anak-anak anda perlu menguasai  pertama anda	0
2747	vojplj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
2748	vojplj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
2749	vojplj	berbicara dalam  daerah anda itu kuno	-1
2750	vojplj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
2751	vojplj	menguasai  indonesia resmi bagi anda itu penting	1
2752	vojplj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	0
2753	vojplj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
2754	vojplj	menguasai  inggris bagi anda itu penting	1
2755	vojplj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
2756	vojplj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
2757	vojplj	menguasai  asing selain  inggris itu penting	2
2758	qanfkj	menguasai  orang tua anda itu penting	1
2759	qanfkj	menguasai  daerah asal (setempat) anda itu penting	0
2760	qanfkj	anak-anak anda perlu menguasai  pertama anda	0
2761	qanfkj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
2762	qanfkj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
2763	qanfkj	berbicara dalam  daerah anda itu kuno	-1
2764	qanfkj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-2
2765	qanfkj	menguasai  indonesia resmi bagi anda itu penting	2
2766	qanfkj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
2767	qanfkj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
2768	qanfkj	menguasai  inggris bagi anda itu penting	2
2769	qanfkj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2770	qanfkj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2771	qanfkj	menguasai  asing selain  inggris itu penting	1
2772	xfwpqr	menguasai  orang tua anda itu penting	2
2773	xfwpqr	menguasai  daerah asal (setempat) anda itu penting	2
2774	xfwpqr	anak-anak anda perlu menguasai  pertama anda	0
2775	xfwpqr	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-2
2776	xfwpqr	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
2777	xfwpqr	berbicara dalam  daerah anda itu kuno	-2
2778	xfwpqr	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2779	xfwpqr	menguasai  indonesia resmi bagi anda itu penting	2
2780	xfwpqr	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2781	xfwpqr	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
2782	xfwpqr	menguasai  inggris bagi anda itu penting	2
2783	xfwpqr	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
2784	xfwpqr	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
2785	xfwpqr	menguasai  asing selain  inggris itu penting	2
2786	amaqdl	menguasai  orang tua anda itu penting	2
2787	amaqdl	menguasai  daerah asal (setempat) anda itu penting	2
2788	amaqdl	anak-anak anda perlu menguasai  pertama anda	2
2789	amaqdl	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
2790	amaqdl	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
2791	amaqdl	berbicara dalam  daerah anda itu kuno	2
2792	amaqdl	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
2793	amaqdl	menguasai  indonesia resmi bagi anda itu penting	2
2794	amaqdl	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
2795	amaqdl	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
