Comments_Page1,Session_token,Person_ID,Year_of_birth,Location_grew_up,Sex,Lived_with_who_when_growing_up,Comments_page5,z_calc_Button_label_locations_list,z_calc_Count_other_people,kinships::z_calc_Beliau_label,kinships::z_calc_Where_label,kinships::z_calc_With_who_label,other_people::Ethnicity,other_people::Kinship_type,other_people::Language_used_at_home_now,other_people::Language_used_at_home_when_young,other_people::Language_used_at_home_at_workplace,other_people::Language_used_at_home_with_neighbours,other_people::Language_used_at_home_with_partner,other_people::Language_used_at_home_with_relatives,other_people::Last_level_of_education,other_people::Location_grewup,other_people::Location_of_home,other_people::Profession,other_people::Religion,other_people::Year_of_birth,other_peoples_languages_FirstLanguage::Language_name,other_peoples_languages_OtherLanguages::Language_name
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,Indonesia,Jawa,,,,,,Jawa Timur, ,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,Indonesia,Indonesia,,,,,,Jawa Tengah, ,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,Indonesia,Indonesia,,,,,,Jawa Tengah, ,,Islam,,Indonesia,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,Indonesia,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,YWNEUF,1.60309E+23,1990,Jawa Timur - Kabupaten Tuban,Laki,,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,,Jawa,,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,,Jawa,,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,Jawa,,Jawa,Jawa,,,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,,Jawa,Jawa,Jawa,,,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,,,,Jawa,Jawa,,,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,,,Jawa,Jawa,,,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,YCPWKC,1.60319E+23,1993,Jawa Tengah - Kabupaten Rembang,Perempuan,Keluarga,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,SMP,Jawa Tengah - Kabupaten Rembang,Jawa Tengah - Kabupaten Rembang,Penjahit,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,,Jawa,Jawa,Jawa,SD,#NAME?,Jawa Tengah - Kabupaten Rembang,Petani,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,, ,Jawa Tengah - Kabupaten Rembang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,, ,Jawa Tengah - Kabupaten Rembang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,,Jawa,Jawa,Jawa,, ,Jawa Tengah - Kabupaten Rembang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,,Jawa,"Jawa, Indonesia",Jawa,, ,Jawa Tengah - Kabupaten Rembang,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,QPLHTP,1.60319E+23,1993,Jawa Timur - Kabupaten Tuban,Laki,"Ayah, ibu dan kakak",,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa halus,Jawa,Jawa,Jawa,Jawa halus,MTS,Jawa Timur - Kabupaten Tuban,#NAME?,Swasta,Islam,,"Jawa, Indonesia",Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa halus,Jawa,Jawa,Jawa,Jawa halus,SMA,Jawa Timur - Kabupaten Tuban,#NAME?,Swasta,Islam,,"Jawa, Indonesia",Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,, ,#NAME?,,Islam,,Jawa halus,Jawa halus
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,GFYCEE,1.60319E+23,1991,Jawa Timur - Kabupaten Tuban,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Tuban, Jawa Timur - Kabupaten Tuban,Ibu rumah tangga,Islam,1972,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Pegawai swasta,Islam,1969,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,PKAKXT,1.60319E+23,1993,Jawa Timur - Kabupaten Tuban,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa halus,Jawa,Indonesia,SMA,#NAME?,#NAME?,Ibu rumah tangga,Islam,1969,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa halus,Jawa,Indonesia,SD,#NAME?,#NAME?,Pedagang,Islam,1967,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,Jawa,,,,,SR,#NAME?,#NAME?,,Islam,1946,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,,Jawa,,,,,SR,#NAME?,#NAME?,Pandai besi,Islam,1936,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SR,#NAME?,#NAME?,Petani,Islam,1950,Jawa,Bahasa daerah Kalimantan
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,Jawa,,,,,SR,#NAME?, - Almarhum,Petani,Islam,1935,Jawa,Daerah Kalimantan
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,Bahasa daerah Kalimantan
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,IPCNHA,1.60319E+23,1991,Jawa Timur - Kabupaten Tuban,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,S1,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Guru,Islam,1967,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMK,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,1963,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,D2,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Guru,Islam,1946,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,,Jawa,Jawa,Jawa,D2,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Guru,Islam,1940,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,,Jawa,Jawa,Jawa,SMP,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,1947,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,1946,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,EHCGFI,1.60319E+23,1992,Jawa Timur - Kabupaten Lamongan,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Jawa, Lamongan",Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Lamongan,Jawa Timur - Lamongan,,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Lamongan,Jawa Timur - Lamongan,,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,Tidak sekolah,Jawa Timur - Lamongan, ,,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Lamongan, ,,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,,Jawa Timur - Lamongan, ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Arab,Jawa,,Jawa Timur - Lamongan, ,,Islam,,Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,URUPEF,1.60319E+23,1990,Jawa Timur - Kabupaten Tuban,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Jawa, Indonesia",Jawa,Jawa,Jawa Kromo,Jawa,Jawa,SD,#NAME?,#NAME?,Ibu rumah tangga,Islam,1954,Jawa Ngoko,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,#NAME?,#NAME?,Ketua RT,Islam,1949,Jawa Ngoko,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,Jawa Kromo,,,,,SR,#NAME?, ,Ibu rumah tangga,Islam,,Jawa Kromo,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,Jawa Kromo,,,,,SR,#NAME?, ,Tani,Islam,,Jawa Kromo,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,Jawa Kromo,,,,,SR,#NAME?, ,Tani,Islam,,Jawa Kromo,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,Jawa Kromo,,,,,SR,#NAME?, ,Tani,Islam,,Jawa Kromo,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,KCOBAA,1.60321E+23,1991,Jawa Timur - Kabupaten Tuban,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,"Jawa, Indonesia",Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Swasta,Islam,1963,"Jawa, Indonesia",Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,"Jawa, Indonesia",Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Swasta,Islam,1964,"Jawa, Indonesia",Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,Indonesia,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Jawa,Istri/Suami,"Jawa, Indonesia",Jawa,Indonesia,Jawa,Jawa,Indonesia,SMK,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Swasta,Islam,1991,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,Jawa,Anak Anda,Indonesia,,,Indonesia,Indonesia,Indonesia,,Jawa Timur - Kabupaten Tuban, Jawa Timur - Kabupaten Tuban,,Islam,2012,,
Tuban-UNIROW-Oktober-2014,KKBXGP,1.60322E+23,1993,Jawa Timur - Kabupaten Tuban,Perempuan,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,"Jawa Krama, Ngoko",Indonesia,Jawa,Jawa,Jawa,S1,#NAME?,#NAME?,Guru,Islam,1966,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Indonesia,Jawa,Jawa,Jawa,S1,#NAME?,#NAME?,"Guru, Kepala desa",Islam,1962,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,FCUOCE,1.60322E+23,1993,Jawa Timur - Kabupaten Tuban,Perempuan,"Bapak, ibu, kakak",,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,"Jawa, Indonesia",Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,,Islam,,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,OVLFQE,1.60322E+23,1992,Jawa Timur - Kabupaten Bojonegoro,Perempuan,"Ayah, ibu, kakak, adik",,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,TK PGRI,Jawa,Jawa,Jawa,S1 PG PAUD,Jawa Timur - Kabupaten Bojonegoro,Jawa Timur - Kabupaten Tuban,Guru TK,Islam,1965,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Rumah,Jawa,Jawa,Jawa,SMA,Jawa Timur - Kabupaten Kediri,Jawa Timur - Kabupaten Tuban,Wiraswasta,Islam,1965,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,,,,,,, , ,,Islam,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,JLSUIW,1.60322E+23,1992,Jawa Timur - Kabupaten Tuban,Laki,Orangtua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Pedagang,Islam,1959,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,SD,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,1955,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,Tidak sekolah,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari ibu,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,Tidak sekolah,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,Tidak sekolah,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Jawa,Jawa,Jawa,Jawa,Jawa,Jawa,Tidak sekolah,Jawa Timur - Kabupaten Tuban,Jawa Timur - Kabupaten Tuban,Petani,Islam,,Jawa,Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
Tuban-UNIROW-Oktober-2014,RGPWGL,1.60322E+23,1978,Jawa Timur - Kabupaten Tuban,Laki,Orangtua dan nenek,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Jawa, Indonesia","Jawa, Indonesia",Rumah,,"Jawa, Indonesia",,SMP,Jawa Timur - Kabupaten Kediri,Jawa Timur - Kabupaten Tuban,Ibu Rumah Tangga,Islam,1953,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Jawa, Indonesia","Jawa, Indonesia",,,"Jawa, Indonesia",,SMP,Jawa Timur - Kabupaten Kediri,Jawa Timur - Kabupaten Tuban,Sopir,Islam,1952,Jawa,Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,Jawa,Inggris
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Jawa,Istri/Suami,"Jawa, Indonesia","Jawa, Indonesia",Rumah,,"Jawa, Indonesia","Jawa, Indonesia",SMK,Jawa Timur - Kota Surabaya, Jawa Timur - Kabupaten Tuban,Ibu rumah tangga,Islam,1989,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
